iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,Brazil,2021-11-13,21957724.0,9358.0,11261.0,611481.0,307.0,262.143,102450.011,43.662,52.541,2853.039,1.432,1.223,0.95,,,,,,,,,,,,,21906.0,0.102,,,tests performed,293936446.0,161814220.0,124872035.0,12105575.0,682938.0,1222609.0,137.14,75.5,58.26,5.65,5704.0,198610.0,0.093,45.07,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-14,21962026.0,4302.0,11066.857,611546.0,65.0,261.429,102470.084,20.072,51.636,2853.342,0.303,1.22,0.94,,,,,,,,,,,,,26186.0,0.122,,,tests performed,294339583.0,161908494.0,125123667.0,12162832.0,403137.0,1199494.0,137.33,75.54,58.38,5.67,5597.0,171516.0,0.08,45.05,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-15,21964769.0,2743.0,10475.714,611616.0,70.0,254.286,102482.882,12.798,48.877,2853.669,0.327,1.186,0.94,,,,,,,,,,,,,30465.0,0.142,,,tests performed,294928227.0,161973124.0,125467475.0,12343281.0,588644.0,1056631.0,137.61,75.57,58.54,5.76,4930.0,143019.0,0.067,45.04,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-16,21971337.0,6568.0,9726.857,611759.0,143.0,245.0,102513.527,30.645,45.383,2854.336,0.667,1.143,0.94,,,,,,,,,,,,,30465.0,0.142,,,tests performed,295624622.0,162028086.0,125915845.0,12537109.0,696395.0,952632.0,137.93,75.6,58.75,5.85,4445.0,121230.0,0.057,45.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-17,21984449.0,13112.0,9460.0,612136.0,377.0,260.429,102574.705,61.178,44.138,2856.095,1.759,1.215,0.94,,,,,,,,,,,,,30465.0,0.142,,,tests performed,297253230.0,162257537.0,126961439.0,12891623.0,1628608.0,974816.0,138.69,75.71,59.24,6.01,4548.0,120680.0,0.056,44.97,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-18,21995851.0,11402.0,8869.143,612408.0,272.0,265.0,102627.904,53.199,41.382,2857.364,1.269,1.236,0.94,,,,,,,,,,,,,30465.0,0.142,,,tests performed,298447729.0,162397679.0,127639599.0,13268488.0,1194499.0,918074.0,139.25,75.77,59.55,6.19,4284.0,100984.0,0.047,44.95,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-19,22008224.0,12373.0,8551.143,612646.0,238.0,210.286,102685.634,57.73,39.898,2858.474,1.11,0.981,0.95,,,,,,,,,,,,,30465.0,0.142,,,tests performed,299734733.0,162554502.0,128377050.0,13665714.0,1287004.0,925889.0,139.85,75.84,59.9,6.38,4320.0,115907.0,0.054,44.91,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-20,22016439.0,8215.0,8387.857,612853.0,207.0,196.0,102723.963,38.329,39.136,2859.44,0.966,0.914,0.95,,,,,,,,,,,,,30465.0,0.142,,,tests performed,300573489.0,162688776.0,128851409.0,13896415.0,838756.0,948149.0,140.24,75.91,60.12,6.48,4424.0,124937.0,0.058,44.89,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-21,22021527.0,5088.0,8500.143,612949.0,96.0,200.429,102747.703,23.74,39.66,2859.888,0.448,0.935,0.95,,,,,,,,,,,,,30465.0,0.142,,,tests performed,301182753.0,162812584.0,129200205.0,14033709.0,609264.0,977596.0,140.53,75.96,60.28,6.55,4561.0,129156.0,0.06,44.88,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-22,22025668.0,4141.0,8699.857,613075.0,126.0,208.429,102767.024,19.321,40.592,2860.476,0.588,0.972,0.95,,,,,,,,,65182444.0,,304.127,,30465.0,0.142,,,tests performed,302331069.0,162957786.0,129832016.0,14406374.0,1148316.0,1057549.0,141.06,76.03,60.58,6.72,4934.0,140666.0,0.066,44.85,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-23,22038108.0,12440.0,9538.714,613370.0,295.0,230.143,102825.066,58.042,44.506,2861.852,1.376,1.074,0.95,,,,,,,,,,,,,26756.0,0.125,,,tests performed,303515430.0,163108526.0,130530871.0,14741803.0,1184361.0,1127258.0,141.61,76.1,60.9,6.88,5260.0,154349.0,0.072,44.82,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-24,22050362.0,12254.0,9416.143,613641.0,271.0,215.0,102882.24,57.175,43.934,2863.117,1.264,1.003,0.95,,,,,,,,,65191446.0,,304.169,,23047.0,0.108,,,tests performed,304659197.0,163216460.0,131215922.0,15093083.0,1143767.0,1057995.0,142.15,76.15,61.22,7.04,4936.0,136989.0,0.064,44.79,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-25,22062645.0,12283.0,9542.0,613929.0,288.0,217.286,102939.55,57.31,44.521,2864.461,1.344,1.014,0.95,,,,,,,,,,,,,22544.0,0.105,,,tests performed,305503188.0,163342820.0,131709249.0,15316348.0,843991.0,1007923.0,142.54,76.21,61.45,7.15,4703.0,135020.0,0.063,44.77,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-26,22073524.0,10879.0,9328.571,614234.0,305.0,226.857,102990.309,50.759,43.525,2865.884,1.423,1.058,0.95,,,,,,,,,,,,,22042.0,0.103,,,tests performed,306741882.0,163546806.0,132395866.0,15662595.0,1238694.0,1001021.0,143.12,76.31,61.77,7.31,4671.0,141758.0,0.066,44.74,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-27,22081833.0,8309.0,9342.0,614461.0,227.0,229.714,103029.077,38.768,43.588,2866.943,1.059,1.072,0.95,,,,,,,,,,,,,21540.0,0.101,,,tests performed,307205318.0,163607249.0,132667094.0,15794900.0,463436.0,947404.0,143.34,76.34,61.9,7.37,4420.0,131210.0,0.061,44.73,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-28,22085369.0,3536.0,9120.286,614541.0,80.0,227.429,103045.576,16.498,42.553,2867.316,0.373,1.061,0.94,,,,,,,,,,,,,21038.0,0.098,,,tests performed,307583387.0,163684746.0,132895365.0,15889956.0,378069.0,914376.0,143.51,76.37,62.01,7.41,4266.0,124595.0,0.058,44.72,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-29,22089858.0,4489.0,9170.0,614659.0,118.0,226.286,103066.52,20.945,42.785,2867.867,0.551,1.056,0.94,,,,,,,,,,,,,20535.0,0.096,,,tests performed,307817825.0,163706613.0,133029594.0,15967140.0,234438.0,783822.0,143.62,76.38,62.07,7.45,3657.0,106975.0,0.05,50.27,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-11-30,22100143.0,10285.0,8862.143,614985.0,326.0,230.714,103114.508,47.988,41.349,2869.388,1.521,1.076,0.94,,,,,,,,,,,,,23742.0,0.111,,,tests performed,309486607.0,163926497.0,133911230.0,16537956.0,1668782.0,853025.0,144.4,76.48,62.48,7.72,3980.0,116853.0,0.055,50.23,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,648359.9,24.64,10.73,3025.10766496361
BRA,South America,Brazil,2021-12-01,22112425.0,12282.0,8866.143,615253.0,268.0,230.286,103171.813,57.305,41.368,2870.638,1.25,1.074,0.94,,,,,,,,,65380088.0,,305.049,,26949.0,0.126,,,tests performed,310770495.0,164159539.0,134636857.0,16866381.0,1283888.0,873043.0,145.0,76.59,62.82,7.87,4073.0,134726.0,0.063,50.2,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-02,22124356.0,11931.0,8815.857,615449.0,196.0,217.143,103227.48,55.667,41.133,2871.552,0.914,1.013,0.94,,,,,,,,,,,,,24032.0,0.112,,,tests performed,311950389.0,164290464.0,135324508.0,17229559.0,1179894.0,921029.0,145.55,76.65,63.14,8.04,4297.0,135378.0,0.063,50.17,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-03,22134978.0,10622.0,8779.143,615683.0,234.0,207.0,103277.04,49.56,40.962,2872.644,1.092,0.966,0.93,,,,,,,,,,,,,21115.0,0.099,,,tests performed,313665030.0,164457496.0,136438552.0,17665501.0,1714641.0,989021.0,146.35,76.73,63.66,8.24,4615.0,130099.0,0.061,50.13,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-04,22142385.0,7407.0,8650.286,615829.0,146.0,195.429,103311.6,34.559,40.36,2873.325,0.681,0.912,0.93,,,,,,,,,,,,,18198.0,0.085,,,tests performed,314450780.0,164543599.0,136830588.0,17974402.0,785750.0,1035066.0,146.72,76.77,63.84,8.39,4829.0,133764.0,0.062,50.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-05,22147078.0,4693.0,8815.571,615900.0,71.0,194.143,103333.496,21.897,41.132,2873.657,0.331,0.906,0.92,,,,,,,,,,,,,15281.0,0.071,,,tests performed,314612221.0,164589731.0,136905306.0,18014777.0,161441.0,1004119.0,146.79,76.79,63.88,8.41,4685.0,129284.0,0.06,50.1,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-06,22153095.0,6017.0,9033.857,616032.0,132.0,196.143,103361.57,28.074,42.15,2874.273,0.616,0.915,0.92,,,,,,,,,,,,,12364.0,0.058,,,tests performed,315518302.0,164604790.0,137355248.0,18457123.0,906081.0,1100068.0,147.21,76.8,64.09,8.61,5133.0,128311.0,0.06,50.09,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-07,22163231.0,10136.0,9012.571,616293.0,261.0,186.857,103408.863,47.292,42.051,2875.49,1.218,0.872,0.91,,,,,,,,,,,,,9448.0,0.044,,,tests performed,316677030.0,164711745.0,137905915.0,18958874.0,1158728.0,1027203.0,147.75,76.85,64.34,8.85,4793.0,112178.0,0.052,50.06,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-08,22173363.0,10132.0,8705.429,616533.0,240.0,182.857,103456.137,47.274,40.618,2876.61,1.12,0.853,0.9,,,,,,,,,,,,,6531.0,0.03,,,tests performed,317474217.0,164800426.0,138249795.0,19322836.0,797187.0,957675.0,148.13,76.89,64.5,9.02,4468.0,91555.0,0.043,50.05,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-09,22182116.0,8753.0,8251.429,616733.0,200.0,183.429,103496.976,40.84,38.499,2877.543,0.933,0.856,0.89,,,,,,,,,,,,,6531.0,0.03,,,tests performed,318799260.0,164914808.0,138924356.0,19859727.0,1325043.0,978410.0,148.74,76.95,64.82,9.27,4565.0,89192.0,0.042,50.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-10,22189181.0,7065.0,7743.286,616961.0,228.0,182.571,103529.94,32.964,36.129,2878.607,1.064,0.852,0.88,,,,,,,,,,,,,6531.0,0.03,,,tests performed,319739095.0,,139320682.0,20304256.0,939835.0,867724.0,149.18,,65.0,9.47,4049.0,65877.0,0.031,50.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-11,22191865.0,2684.0,7068.571,617014.0,53.0,169.286,103542.463,12.523,32.98,2878.854,0.247,0.79,0.88,,,,,,,,,,,,,6531.0,0.03,,,tests performed,319980117.0,,139389518.0,20456996.0,241022.0,789905.0,149.3,,65.04,9.54,3686.0,54123.0,0.025,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-12,22193480.0,1615.0,6628.857,617096.0,82.0,170.857,103549.998,7.535,30.929,2879.237,0.383,0.797,0.88,,,,,,,,,,,,,6531.0,0.03,,,tests performed,320112450.0,,139421689.0,20544800.0,132333.0,785747.0,149.36,,65.05,9.59,3666.0,48079.0,0.022,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-13,22196250.0,2770.0,6165.0,617141.0,45.0,158.429,103562.922,12.924,28.765,2879.447,0.21,0.739,0.89,,,,,,,,,,,,,6531.0,0.03,,,tests performed,320737938.0,,139783903.0,20966748.0,625488.0,745662.0,149.65,,65.22,9.78,3479.0,46475.0,0.022,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-14,22200629.0,4379.0,5342.571,617254.0,113.0,137.286,103583.354,20.431,24.927,2879.974,0.527,0.641,0.89,,,,,,,,,,,,,6531.0,0.03,,,tests performed,321601407.0,164933940.0,140151965.0,21417495.0,863469.0,703482.0,150.05,76.95,65.39,9.99,3282.0,31742.0,0.015,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-15,22205707.0,5078.0,4620.571,617552.0,298.0,145.571,103607.047,23.693,21.559,2881.365,1.39,0.679,0.9,,,,,,,,,,,,,6531.0,0.03,,,tests performed,322902290.0,165135181.0,140902990.0,21767091.0,1300883.0,775439.0,150.66,77.05,65.74,10.16,3618.0,47822.0,0.022,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-16,22209368.0,3661.0,3893.143,617675.0,123.0,134.571,103624.128,17.081,18.165,2881.939,0.574,0.628,0.92,,,,,,,,,,,,,6531.0,0.03,,,tests performed,323831095.0,165279022.0,141175069.0,22280659.0,928805.0,718834.0,151.09,77.12,65.87,10.4,3354.0,52031.0,0.024,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-17,22213731.0,4363.0,3507.143,617873.0,198.0,130.286,103644.485,20.357,16.364,2882.862,0.924,0.608,0.94,,,,,,,,,,,,,6531.0,0.03,,,tests performed,324589549.0,165393977.0,141411665.0,22689115.0,758454.0,692922.0,151.45,77.17,65.98,10.59,3233.0,67906.0,0.032,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-18,22216112.0,2381.0,3463.857,618011.0,138.0,142.429,103655.594,11.109,16.162,2883.506,0.644,0.665,0.97,,,,,,,,,,,,,6531.0,0.03,,,tests performed,324798686.0,165409165.0,141474540.0,22820476.0,209137.0,688367.0,151.54,77.18,66.01,10.65,3212.0,69529.0,0.032,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-19,22217570.0,1458.0,3441.429,618066.0,55.0,138.571,103662.397,6.803,16.057,2883.763,0.257,0.647,1.0,,,,,,,,,65497639.0,,305.598,,6531.0,0.03,,,tests performed,324846680.0,165417886.0,141488098.0,22846232.0,47994.0,676319.0,151.57,77.18,66.02,10.66,3156.0,70228.0,0.033,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-20,22220209.0,2639.0,3422.714,618149.0,83.0,144.0,103674.71,12.313,15.97,2884.15,0.387,0.672,1.03,,,,,,,,,,,,,12776.0,0.06,,,tests performed,325593485.0,165471288.0,141702263.0,23326643.0,746805.0,693650.0,151.91,77.21,66.12,10.88,3236.0,77311.0,0.036,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-21,22223943.0,3734.0,3330.571,618220.0,71.0,138.0,103692.132,17.422,15.54,2884.481,0.331,0.644,1.06,,,,,,,,,,,,,19021.0,0.089,,,tests performed,326335565.0,165554570.0,141915573.0,23775890.0,742080.0,676308.0,152.26,77.24,66.21,11.09,3156.0,88661.0,0.041,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-22,22227169.0,3226.0,3066.0,618366.0,146.0,116.286,103707.184,15.052,14.305,2885.163,0.681,0.543,1.11,,,,,,,,,,,,,25267.0,0.118,,,tests performed,327562756.0,165836442.0,142378728.0,24268862.0,1227191.0,665781.0,152.83,77.38,66.43,11.32,3106.0,100180.0,0.047,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-23,22230943.0,3774.0,3082.143,618492.0,126.0,116.714,103724.792,17.609,14.381,2885.75,0.588,0.545,1.15,,,,,,,,,,,,,31512.0,0.147,,,tests performed,328473878.0,165894312.0,,24687765.0,911122.0,663255.0,153.26,77.4,,11.52,3095.0,87899.0,0.041,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-24,22234623.0,3680.0,2984.571,618655.0,163.0,111.714,103741.963,17.17,13.925,2886.511,0.761,0.521,1.21,,,,,,,,,,,,,37757.0,0.176,,,tests performed,,,,,,574100.0,,,,,2679.0,73538.0,0.034,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-25,22238297.0,3674.0,3169.286,618686.0,31.0,96.429,103759.105,17.142,14.787,2886.656,0.145,0.45,1.27,,,,,,,,,,,,,44003.0,0.205,,,tests performed,,,,,,563419.0,,,,,2629.0,73430.0,0.034,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-26,22243266.0,4969.0,3670.857,618732.0,46.0,95.143,103782.289,23.184,17.127,2886.87,0.215,0.444,1.33,,,,,,,,,,,,,50248.0,0.234,,,tests performed,,,,,,575759.0,,,,,2686.0,74246.0,0.035,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-27,22250218.0,6952.0,4287.0,618797.0,65.0,92.571,103814.725,32.437,20.002,2887.174,0.303,0.432,1.38,,,,,,,,,,,,,50248.0,0.234,,,tests performed,329011365.0,165952037.0,142764283.0,25218893.0,,488269.0,153.51,77.43,66.61,11.77,2278.0,68678.0,0.032,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-28,22259270.0,9052.0,5046.714,618978.0,181.0,108.286,103856.96,42.235,23.547,2888.018,0.845,0.505,1.43,,,,,,,,,,,,,50248.0,0.234,,,tests performed,329861730.0,166062249.0,142965728.0,25758909.0,850365.0,503738.0,153.91,77.48,66.7,12.02,2350.0,72526.0,0.034,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-29,22269031.0,9761.0,5980.286,619095.0,117.0,104.143,103902.503,45.543,27.903,2888.564,0.546,0.486,1.47,,,,,,,,,,,,,50248.0,0.234,,,tests performed,330718457.0,166143380.0,143282084.0,26219623.0,856727.0,450814.0,154.31,77.52,66.85,12.23,2103.0,43848.0,0.02,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-30,22281649.0,12618.0,7243.714,619249.0,154.0,108.143,103961.376,58.873,33.798,2889.282,0.719,0.505,1.51,,,,,,,,,,,,,50248.0,0.234,,,tests performed,331164041.0,166185628.0,143398692.0,26507937.0,445584.0,384309.0,154.51,77.54,66.91,12.37,1793.0,41617.0,0.019,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2021-12-31,22291839.0,10190.0,8173.714,619334.0,85.0,97.0,104008.92,47.544,38.137,2889.679,0.397,0.453,1.55,,,,,,,,,66100617.0,,308.411,,50248.0,0.234,,,tests performed,331273910.0,166195505.0,143436012.0,26571077.0,109869.0,380809.0,154.57,77.54,66.92,12.4,1777.0,40966.0,0.019,61.57,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,666455.6,24.27,15.83,3109.53830413929
BRA,South America,Brazil,2022-01-01,22295621.0,3782.0,8189.143,619367.0,33.0,97.286,104026.566,17.646,38.209,2889.833,0.154,0.454,1.59,,,,,,,,,,,,,43249.0,0.202,,,tests performed,331292259.0,166199307.0,143441284.0,26580353.0,18349.0,364234.0,154.57,77.55,66.93,12.4,1699.0,39448.0,0.018,47.04,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2022-01-02,22297427.0,1806.0,7737.286,619401.0,34.0,95.571,104034.992,8.426,36.101,2889.992,0.159,0.446,1.64,,,,,,,,,,,,,36249.0,0.169,,,tests performed,331335826.0,166206716.0,143462401.0,26595450.0,43567.0,351262.0,154.59,77.55,66.94,12.41,1639.0,38444.0,0.018,47.04,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2022-01-03,22309081.0,11654.0,8409.0,619473.0,72.0,96.571,104089.368,54.375,39.235,2890.328,0.336,0.451,1.7,,,,,,,,,,,,,29250.0,0.136,,,tests performed,332076818.0,166320650.0,143723393.0,27021302.0,740992.0,437922.0,154.94,77.6,67.06,12.61,2043.0,52659.0,0.025,47.03,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2022-01-04,22328252.0,19171.0,9854.571,619654.0,181.0,96.571,104178.815,89.448,45.979,2891.172,0.845,0.451,1.76,,,,,,,,,,,,,22250.0,0.104,,,tests performed,332903332.0,166426973.0,143762375.0,27644424.0,826514.0,434515.0,155.33,77.65,67.08,12.9,2027.0,52103.0,0.024,47.03,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2022-01-05,22351104.0,22852.0,11724.714,619654.0,0.0,79.857,104285.438,106.623,54.705,2891.172,0.0,0.373,1.8,,,,,,,,,,,,,15251.0,0.071,,,tests performed,333627875.0,166475764.0,143877220.0,28208100.0,724543.0,415631.0,155.66,77.67,67.13,13.16,1939.0,47483.0,0.022,47.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2022-01-06,22386930.0,35826.0,15040.143,619654.0,0.0,57.857,104452.594,167.156,70.174,2891.172,0.0,0.27,1.84,,,,,,,,,,,,,8252.0,0.039,,,tests performed,,,,,,427514.0,,,,,1995.0,46546.0,0.022,47.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2022-01-07,22450222.0,63292.0,22626.143,619822.0,168.0,69.714,104747.901,295.307,105.569,2891.956,0.784,0.325,1.87,,,,,,,,,,,,,1252.0,0.006,,,tests performed,,,,,,487356.0,,,,,2274.0,50234.0,0.023,47.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
