iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,Brazil,2020-02-26,1.0,1.0,,,,,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-02-27,1.0,0.0,,,,,0.005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-02-28,1.0,0.0,,,,,0.005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-02-29,2.0,1.0,,,,,0.009,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,2427.8,1.14,3.12,11.3275919577979
BRA,South America,Brazil,2020-03-01,2.0,0.0,,,,,0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-02,2.0,0.0,0.286,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-03,2.0,0.0,0.286,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-04,4.0,2.0,0.429,,,,0.019,0.009,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-05,4.0,0.0,0.429,,,,0.019,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-06,13.0,9.0,1.714,,,,0.061,0.042,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-07,13.0,0.0,1.571,,,,0.061,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-08,20.0,7.0,2.571,,,,0.093,0.033,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-09,25.0,5.0,3.286,,,,0.117,0.023,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-10,31.0,6.0,4.143,,,,0.145,0.028,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-11,38.0,7.0,4.857,,,,0.177,0.033,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-12,52.0,14.0,6.857,,,,0.243,0.065,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-13,151.0,99.0,19.714,,,,0.705,0.462,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-14,151.0,0.0,19.714,,,,0.705,0.0,0.092,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-15,162.0,11.0,20.286,,,,0.756,0.051,0.095,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-16,200.0,38.0,25.0,,,,0.933,0.177,0.117,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-17,321.0,121.0,41.429,1.0,1.0,,1.498,0.565,0.193,0.005,0.005,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.87,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-18,372.0,51.0,47.714,3.0,2.0,,1.736,0.238,0.223,0.014,0.009,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-19,621.0,249.0,81.286,6.0,3.0,,2.897,1.162,0.379,0.028,0.014,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-20,793.0,172.0,91.714,11.0,5.0,,3.7,0.803,0.428,0.051,0.023,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-21,1021.0,228.0,124.286,15.0,4.0,,4.764,1.064,0.58,0.07,0.019,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-22,1546.0,525.0,197.714,25.0,10.0,3.571,7.213,2.45,0.922,0.117,0.047,0.017,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-23,1924.0,378.0,246.286,34.0,9.0,4.857,8.977,1.764,1.149,0.159,0.042,0.023,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-24,2247.0,323.0,275.143,46.0,12.0,6.429,10.484,1.507,1.284,0.215,0.056,0.03,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-25,2554.0,307.0,311.714,59.0,13.0,8.0,11.916,1.432,1.454,0.275,0.061,0.037,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-26,2985.0,431.0,337.714,77.0,18.0,10.143,13.927,2.011,1.576,0.359,0.084,0.047,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-27,3417.0,432.0,374.857,92.0,15.0,11.571,15.943,2.016,1.749,0.429,0.07,0.054,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-28,3904.0,487.0,411.857,111.0,19.0,13.714,18.215,2.272,1.922,0.518,0.089,0.064,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-29,4256.0,352.0,387.143,136.0,25.0,15.857,19.858,1.642,1.806,0.635,0.117,0.074,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-30,4579.0,323.0,379.286,159.0,23.0,17.857,21.365,1.507,1.77,0.742,0.107,0.083,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-03-31,5717.0,1138.0,495.714,201.0,42.0,22.143,26.674,5.31,2.313,0.938,0.196,0.103,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,7482.3,2.3,4.48,34.9108004390111
BRA,South America,Brazil,2020-04-01,6836.0,1119.0,611.714,240.0,39.0,25.857,31.895,5.221,2.854,1.12,0.182,0.121,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-02,8044.0,1208.0,722.714,324.0,84.0,35.286,37.532,5.636,3.372,1.512,0.392,0.165,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-03,9056.0,1012.0,805.571,359.0,35.0,38.143,42.253,4.722,3.759,1.675,0.163,0.178,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-04,10360.0,1304.0,922.286,445.0,86.0,47.714,48.338,6.084,4.303,2.076,0.401,0.223,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-05,11130.0,770.0,982.0,486.0,41.0,50.0,51.93,3.593,4.582,2.268,0.191,0.233,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-06,12161.0,1031.0,1083.143,564.0,78.0,57.857,56.741,4.81,5.054,2.632,0.364,0.27,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-07,14034.0,1873.0,1188.143,686.0,122.0,69.286,65.48,8.739,5.544,3.201,0.569,0.323,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-08,16170.0,2136.0,1333.429,819.0,133.0,82.714,75.446,9.966,6.221,3.821,0.621,0.386,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-09,18092.0,1922.0,1435.429,950.0,131.0,89.429,84.413,8.968,6.697,4.432,0.611,0.417,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-10,19638.0,1546.0,1511.714,1057.0,107.0,99.714,91.627,7.213,7.053,4.932,0.499,0.465,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-11,20727.0,1089.0,1481.0,1124.0,67.0,97.0,96.708,5.081,6.91,5.244,0.313,0.453,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-12,22192.0,1465.0,1580.286,1223.0,99.0,105.286,103.543,6.835,7.373,5.706,0.462,0.491,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-13,23430.0,1238.0,1609.857,1328.0,105.0,109.143,109.319,5.776,7.511,6.196,0.49,0.509,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-14,25262.0,1832.0,1604.0,1532.0,204.0,120.857,117.867,8.548,7.484,7.148,0.952,0.564,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-15,28320.0,3058.0,1735.714,1736.0,204.0,131.0,132.135,14.268,8.098,8.1,0.952,0.611,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-16,30425.0,2105.0,1761.857,1924.0,188.0,139.143,141.956,9.821,8.22,8.977,0.877,0.649,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-17,33682.0,3257.0,2006.286,2141.0,217.0,154.857,157.153,15.196,9.361,9.989,1.012,0.723,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-18,36658.0,2976.0,2275.857,2354.0,213.0,175.714,171.038,13.885,10.619,10.983,0.994,0.82,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-19,38654.0,1996.0,2351.714,2462.0,108.0,177.0,180.351,9.313,10.973,11.487,0.504,0.826,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-20,40743.0,2089.0,2473.286,2587.0,125.0,179.857,190.098,9.747,11.54,12.07,0.583,0.839,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-21,43079.0,2336.0,2545.286,2741.0,154.0,172.714,200.997,10.899,11.876,12.789,0.719,0.806,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-22,45757.0,2678.0,2491.0,2906.0,165.0,167.143,213.492,12.495,11.622,13.559,0.77,0.78,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-23,50036.0,4279.0,2801.571,3331.0,425.0,201.0,233.457,19.965,13.072,15.542,1.983,0.938,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-24,54043.0,4007.0,2908.714,3704.0,373.0,223.286,252.153,18.696,13.571,17.282,1.74,1.042,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-25,59324.0,5281.0,3238.0,4057.0,353.0,243.286,276.793,24.64,15.108,18.929,1.647,1.135,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-26,63100.0,3776.0,3492.286,4286.0,229.0,260.571,294.411,17.618,16.294,19.998,1.068,1.216,1.51,,,,,,,,,179698.0,,0.838,,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-27,67446.0,4346.0,3814.714,4603.0,317.0,288.0,314.689,20.278,17.799,21.477,1.479,1.344,1.5,,,,,,,,,187145.0,7447.0,0.873,0.035,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-28,73235.0,5789.0,4308.0,5083.0,480.0,334.571,341.699,27.01,20.1,23.716,2.24,1.561,1.49,,,,,,,,,189730.0,2585.0,0.885,0.012,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-29,79685.0,6450.0,4846.857,5513.0,430.0,372.429,371.793,30.094,22.614,25.722,2.006,1.738,1.48,,,,,,,,,194407.0,4677.0,0.907,0.022,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-04-30,87187.0,7502.0,5307.286,6006.0,493.0,382.143,406.796,35.003,24.763,28.023,2.3,1.783,1.47,,,,,,,,,237903.0,43496.0,1.11,0.203,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,18118.8,4.13,9.42,84.5384188009509
BRA,South America,Brazil,2020-05-01,92202.0,5015.0,5451.286,6412.0,406.0,386.857,430.195,23.399,25.435,29.917,1.894,1.805,1.46,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-02,97100.0,4898.0,5396.571,6761.0,349.0,386.286,453.048,22.853,25.179,31.545,1.628,1.802,1.45,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-03,101826.0,4726.0,5532.286,7051.0,290.0,395.0,475.098,22.05,25.812,32.898,1.353,1.843,1.45,,,,,,,,,249063.0,,1.162,,9909.0,0.046,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-04,108620.0,6794.0,5882.0,7367.0,316.0,394.857,506.798,31.699,27.444,34.373,1.474,1.842,1.44,,,,,,,,,249331.0,268.0,1.163,0.001,8884.0,0.041,,,tests performed,,,,,,,,,,,,,,77.31,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-05,115455.0,6835.0,6031.429,7938.0,571.0,407.857,538.688,31.891,28.141,37.037,2.664,1.903,1.44,,,,,,,,,,,,,11994.0,0.056,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-06,126611.0,11156.0,6703.714,8588.0,650.0,439.286,590.74,52.051,31.278,40.07,3.033,2.05,1.43,,,,,,,,,298044.0,,1.391,,14805.0,0.069,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-07,135773.0,9162.0,6940.857,9190.0,602.0,454.857,633.488,42.748,32.385,42.879,2.809,2.122,1.42,,,,,,,,,299605.0,1561.0,1.398,0.007,8815.0,0.041,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-08,146894.0,11121.0,7813.143,10017.0,827.0,515.0,685.376,51.888,36.454,46.737,3.859,2.403,1.42,,,,,,,,,,,,,11124.0,0.052,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-09,156061.0,9167.0,8423.0,10656.0,639.0,556.429,728.147,42.771,39.3,49.719,2.981,2.596,1.41,,,,,,,,,,,,,13434.0,0.063,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-10,162699.0,6638.0,8696.143,11123.0,467.0,581.714,759.118,30.971,40.574,51.898,2.179,2.714,1.4,,,,,,,,,359273.0,,1.676,,15744.0,0.073,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-11,169594.0,6895.0,8710.571,11653.0,530.0,612.286,791.289,32.171,40.642,54.37,2.473,2.857,1.39,,,,,,,,,,,,,18246.0,0.085,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-12,178214.0,8620.0,8965.571,12461.0,808.0,646.143,831.508,40.219,41.831,58.14,3.77,3.015,1.38,,,,,,,,,,,,,17307.0,0.081,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
BRA,South America,Brazil,2020-05-13,190137.0,11923.0,9075.143,13240.0,779.0,664.571,887.138,55.63,42.343,61.775,3.635,3.101,1.38,,,,,,,,,,,,,16368.0,0.076,,,tests performed,,,,,,,,,,,,,,81.02,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,214326223.0,,,,
